Date,Time,PigName,With/To,Behavior,Behavior.cat,Location,Notes,GPS,Start,Stop,Observer
10/21/22,12:57:14 PM,Molly,No Value,Rest,Rest,"30.010047,-97.302270",,,0,1,AJ
10/21/22,12:57:37 PM,Pixie,No Value,Rest,Rest,"30.014608,-97.306257",in water puddle,,1,0,AJ
10/21/22,12:58:02 PM,Pixie,No Value,Grunt,Grunt,"30.014590,-97.306266",,,0,0,AJ
10/21/22,12:59:14 PM,Pixie,No Value,Drink,Drink,"30.014603,-97.306219",water leaking from a hose,,0,0,AJ
10/21/22,1:00:46 PM,Pixie,No Value,Travel,Activity,"30.017678,-97.306628",,,0,0,AJ
10/21/22,13:01:12,Raymond,No Value,Rest,Rest,"30.014594,-97.306499",,,0,1,NS
10/21/22,1:01:32 PM,Pixie,No Value,Pee,Pee,"30.014649,-97.306228",,,0,0,AJ
10/21/22,1:02:10 PM,Pixie,No Value,Nudge.ground,Activity,"30.014648,-97.306207",,,0,0,AJ
10/21/22,1:02:20 PM,Pixie,No Value,Nudge.ground,Activity,"30.014663,-97.306198",leaves from ground,,0,0,AJ
10/21/22,13:02:59,George,No Value,Rest,Rest,"30.014635,-97.306614",,,1,0,NS
10/21/22,1:03:31 PM,Pixie,No Value,Travel,Activity,"30.014747,-97.306190",,,0,1,AJ
10/21/22,1:05:24 PM,Raymond,No Value,Rest,Rest,"30.010107,-97.304891",,,1,0,AJ
10/21/22,13:08:14,George,No Value,Rest,Rest,"30.014718,-97.306307",,,0,1,NS
10/21/22,13:09:14,Molly,Pixie,Rest.proxim,Pro.social,"30.014763,-97.306247",,,1,0,NS
10/21/22,1:10:08 PM,Raymond,No Value,Rest,Rest,"30.011779,-97.301050",,,0,1,AJ
10/21/22,1:10:52 PM,Loretta,No Value,Rest,Rest,"30.014532,-97.306811",,,1,0,AJ
10/21/22,13:14:37,Molly,Pixie,Rest.proxim,Pro.social,"30.014667,-97.306426",,,0,1,NS
10/21/22,13:14:47,Pixie,Dahlia,Rest.proxim,Pro.social,"30.014584,-97.306398",,,1,0,NS
10/21/22,1:16:04 PM,Loretta,No Value,Rest,Rest,"30.014918,-97.306697",,,0,1,AJ
10/21/22,1:17:18 PM,George,No Value,Rest,Rest,"30.014999,-97.306948",,,1,0,AJ
10/21/22,13:19:56,Pixie,Dahlia,Rest.proxim,Pro.social,"30.014738,-97.306561",,,0,1,NS
10/21/22,13:21:45,Willie,Hank,Rest.proxim,Pro.social,"30.014579,-97.306368",,,1,0,NS
10/21/22,1:22:31 PM,George,No Value,Rest,Rest,"30.012992,-97.297448",,,0,1,AJ
10/21/22,1:24:29 PM,Hank,Willie,Rest.proxim,Pro.social,"30.014207,-97.306857",,,1,0,AJ
10/21/22,13:27:24,Willie,Hank,Rest.proxim,Pro.social,"30.015037,-97.306011",,,0,1,NS
10/21/22,13:27:45,Dahlia,No Value,Rest,Rest,"30.015027,-97.306070",,,1,0,NS
10/21/22,1:30:26 PM,Hank,Willie,Rest.proxim,Pro.social,"30.013936,-97.301484",,,0,1,AJ
10/21/22,1:30:47 PM,Willie,Hank,Rest.proxim,Pro.social,"30.014981,-97.306101",,,1,0,AJ
10/21/22,13:33:05,Dahlia,No Value,Rest,Rest,"30.015068,-97.306072",,,0,1,NS
10/21/22,13:33:16,Hank,No Value,Travel,Activity,"30.014963,-97.306067",,,1,0,NS
10/21/22,13:34:24,Hank,No Value,Pee,Pee,"30.014969,-97.306096",,,0,0,NS
10/21/22,13:34:32,Hank,No Value,Travel,Activity,"30.014952,-97.306071",,,0,0,NS
10/21/22,13:35:09,Hank,No Value,Poop,Poop,"30.014967,-97.306065",,,0,0,NS
10/21/22,1:35:56 PM,Willie,No Value,Rest,Rest,"30.013764,-97.300458",,,0,1,AJ
10/21/22,13:35:59,Hank,No Value,Drink,Drink,"30.014832,-97.306154",Puddle,,0,0,NS
10/21/22,1:36:05 PM,Dahlia,No Value,Rest,Rest,"30.014923,-97.306055",,,1,0,AJ
10/21/22,13:37:55,Hank,No Value,Nudge.ground,Activity,"30.014714,-97.306271",Dirt,,0,0,NS
10/21/22,13:38:38,Hank,No Value,Nudge.ground,Activity,"30.014441,-97.306313",,,0,0,NS
10/21/22,13:39:06,Hank,No Value,Sniff.obj,Activity,"30.014689,-97.306249",Dirt,,0,1,NS
10/21/22,1:41:17 PM,Dahlia,No Value,Rest,Rest,"30.013145,-97.297648",,,0,1,AJ
10/21/22,1:46:21 PM,Kitty,No Value,Rest,Rest,"30.015009,-97.305699",,,1,0,AJ
10/21/22,1:51:02 PM,Kitty,No Value,Rest,Rest,"30.014638,-97.305922",,,0,1,AJ
10/21/22,13:51:08,Kitty,No Value,Rest,Rest,"30.014593,-97.305797",,,1,0,NS
10/21/22,13:56:23,Kitty,No Value,Rest,Rest,"30.014753,-97.305888",,,0,1,NS
10/21/22,14:13:26,Imogen,No Value,Rest,Rest,"30.015123,-97.307546",Resting very far from other pigs,,1,0,NS
10/21/22,14:18:55,Imogen,No Value,Rest,Rest,"30.014716,-97.308274",,,0,1,NS
10/28/22,9:02:11,Atlas,No Value,Nudge.ground,Activity,"30.015024,-97.307495",,,1,0,NS
10/28/22,9:02:32,Atlas,No Value,Grunt,Grunt,"30.014840,-97.307463",,,0,0,NS
10/28/22,9:02:38 AM,Dora,No Value,Grunt,Grunt,"30.014149,-97.304992",,,1,0,AJ
10/28/22,9:02:58,Atlas,No Value,Nudge.ground,Activity,"30.014916,-97.307461",,,0,0,NS
10/28/22,9:04:08 AM,Dora,No Value,Nudge.ground,Activity,"30.014966,-97.307006",,,0,0,AJ
10/28/22,9:04:09,Atlas,No Value,Poop,Poop,"30.014732,-97.307478",,,0,0,NS
10/28/22,9:05:07 AM,Dora,No Value,Nudge.ground,Activity,"30.014913,-97.307239",eating dirt,,0,0,AJ
10/28/22,9:07:13,Atlas,No Value,Nudge.ground,Activity,"30.014915,-97.307447",,,0,0,NS
10/28/22,9:07:26,Atlas,No Value,Nudge.ground,Activity,"30.014933,-97.307467",,,0,1,NS
10/28/22,9:08:25 AM,Dora,Atlas,Nudge.ground,Activity,"30.018075,-97.306422",eating dirt,,0,1,AJ
10/28/22,9:08:33,Bates,No Value,Rest,Rest,"30.015024,-97.307495",,,1,0,NS
10/28/22,9:08:51 AM,Atlas,No Value,Nudge.ground,Activity,"30.014846,-97.307329",eating dirt,,1,0,AJ
10/28/22,9:09:22,Bates,No Value,Nudge.ground,Activity,"30.014747,-97.307331",,,0,0,NS
10/28/22,9:09:31 AM,Atlas,Thomas,Attempt.disp,G.agg,"30.014510,-97.307339",displacement successful,,0,0,AJ
10/28/22,9:10:42,Bates,No Value,Travel,Activity,"30.017761,-97.308072",,,0,0,NS
10/28/22,9:10:50,Bates,No Value,Travel,Activity,"30.014811,-97.307295",,,0,0,NS
10/28/22,9:11:02,Bates,No Value,Wag.tail,Wag.tail,"30.014785,-97.307401",,,0,0,NS
10/28/22,9:11:33,Bates,No Value,Travel,Activity,"30.014780,-97.307451",,,0,0,NS
10/28/22,9:12:42,Bates,No Value,Sniff.obj,Activity,"30.015024,-97.307495",Cabin entrance,,0,0,NS
10/28/22,9:13:14,Bates,No Value,Travel,Activity,"30.015024,-97.307495",,,0,0,NS
10/28/22,9:13:36,Bates,No Value,Nudge.ground,Activity,"30.014744,-97.307465",,,0,1,NS
10/28/22,9:14:08,Rebel,Unknown,Rest,Rest,"30.015024,-97.307495",Pic,,1,0,NS
10/28/22,9:14:17 AM,Atlas,No Value,Nudge.ground,Activity,"30.048020,-97.323481",eating dirt,,0,1,AJ
10/28/22,9:14:31 AM,Bates,No Value,Travel,Activity,"30.014721,-97.307390",,,1,0,AJ
10/28/22,9:15:23 AM,Bates,Rebel,Rest.proxim,Pro.social,"30.014966,-97.307006","in cabin 
",,0,0,AJ
10/28/22,9:16:30,Rebel,Bates,Squeal,Anxious,"30.020714,-97.308772","Other pig entered cabin 
Bates",,0,0,NS
10/28/22,9:17:36,Rebel,No Value,Rest,Rest,"30.015024,-97.307495",,,0,0,NS
10/28/22,9:18:16 AM,Bates,Rebel,Grunt,Grunt,"30.016420,-97.307302",growling,,0,0,AJ
10/28/22,9:19:09,Rebel,No Value,Rest,Rest,"30.020038,-97.308637",,,0,1,NS
10/28/22,9:19:30,Dora,No Value,Nudge.ground,Activity,"30.014718,-97.307617",Dinner table,,1,0,NS
10/28/22,9:20:10 AM,Bates,No Value,Rest,Rest,"30.014868,-97.307601",,,0,1,AJ
10/28/22,9:20:24 AM,Rebel,No Value,Rest.proxim,Pro.social,"30.014755,-97.307703","in cabin, gray pig w black spots",,1,0,AJ
10/28/22,9:22:25 AM,Rebel,Dora,Grunt,Grunt,"30.014714,-97.307561",grunts when they enter cabin,,0,0,AJ
10/28/22,9:22:50,Dora,No Value,Nudge.ground,Activity,"30.019335,-97.308497",All other pigs inside bc rain,,0,0,NS
10/28/22,9:22:53 AM,Rebel,Atlas,Grunt,Grunt,"30.014727,-97.307564",when he entered cabin,,0,0,AJ
10/28/22,9:25:43 AM,Rebel,No Value,Rest,Rest,"30.012402,-97.306810",in cabin,,0,1,AJ
10/28/22,9:26:08,Horatio,Unknown,Rest,Rest,"30.014779,-97.307354",Pic,,1,0,NS
10/28/22,9:28:04 AM,Imogen,No Value,Rest,Rest,"30.014821,-97.307368",in cabin,,1,0,AJ
10/28/22,9:31:48,Horatio,No Value,Rest,Rest,"30.015024,-97.307495",,,0,1,NS
10/28/22,9:32:02,Eleanor,No Value,Rest,Rest,"30.014836,-97.307362",,,1,0,NS
10/28/22,9:33:38 AM,Imogen,No Value,Rest,Pro.social,"30.014966,-97.307006",in cabin,,0,0,AJ
10/28/22,9:33:48,Eleanor,No Value,Other,Other,"30.007894,-97.304378",Freezing up se pink pig lays near her,,0,0,NS
10/28/22,9:33:56 AM,Horatio,No Value,Rest,Pro.social,"30.007448,-97.305261",in cabin with other oreo pigs,,0,0,AJ
10/28/22,9:34:57,Eleanor,No Value,Rest,Pro.social,"30.015024,-97.307495",With pink pig (pic),,0,0,NS
10/28/22,9:37:08 AM,Horatio,No Value,Travel,Activity,"30.010751,-97.304465",,,0,0,AJ
10/28/22,9:37:18,Eleanor,Unknown,Rest,Pro.social,"30.011930,-97.298358",Same,,0,1,NS
10/28/22,9:37:27 AM,Horatio,No Value,Wag.tail,Wag.tail,"30.010813,-97.304469",,,0,0,AJ
10/28/22,9:37:48,Imogen,Unknown,Rest,Pro.social,"30.015024,-97.307495",Big cabin group (pic),,1,0,NS
10/28/22,9:38:35 AM,Horatio,No Value,Other,Other,"30.012615,-97.301140","standing, pawing at hay in cabin",,0,1,AJ
10/28/22,9:39:17 AM,Eleanor,No Value,Rest.proxim,Pro.social,"30.012296,-97.300835",with large pink pig not in study,,1,0,AJ
10/28/22,9:42:51,Imogen,No Value,Rest,Rest,"30.015024,-97.307495",,,0,1,NS
10/28/22,9:43:37,Wilbur,Unknown,Squeal,Anxious,"30.015024,-97.307495",Squeal at AJ,,1,0,NS
10/28/22,9:44:39,Wilbur,AJ,Attempt.disp,G.agg,"30.015024,-97.307495",AJ (human) got displaced,,0,0,NS
10/28/22,9:44:51 AM,Eleanor,No Value,Rest,Rest,"30.014777,-97.307513",in cabin,,0,0,AJ
10/28/22,9:45:48,Wilbur,No Value,Travel,Activity,"30.012465,-97.299775",,,0,0,NS
10/28/22,9:46:00,Wilbur,No Value,Grunt,Grunt,"30.014740,-97.307460",,,0,0,NS
10/28/22,9:46:48,Wilbur,No Value,Other,Other,"30.014740,-97.307442",Freezing with tail stiff pic,,0,0,NS
10/28/22,9:47:11 AM,Georgie,Dora,Rest.proxim,Pro.social,"30.013371,-97.306692",outside under tree,,1,0,AJ
10/28/22,9:48:14,Wilbur,No Value,Wag.tail,Wag.tail,"30.015024,-97.307495",,,0,0,NS
10/28/22,9:48:28,Wilbur,No Value,Grunt,Grunt,"30.014948,-97.307446",,,0,0,NS
10/28/22,9:49:16,Wilbur,No Value,Wag.tail,Wag.tail,"30.015024,-97.307495",,,0,1,NS
10/28/22,9:50:25,Thomas,No Value,Rest,Rest,"30.014756,-97.307387",Big cabin group but sleeping alone,,1,0,NS
10/28/22,9:53:14 AM,Georgie,Dora,Rest.proxim,Pro.social,"30.009339,-97.301792",in rain under tree,,0,1,AJ
10/28/22,9:53:40 AM,Wilbur,No Value,Nudge.ground,Activity,"30.014974,-97.307405",eating dirt out in rain,,1,0,AJ
10/28/22,9:54:41 AM,Wilbur,No Value,Wag.tail,Wag.tail,"30.014926,-97.307435",,,0,0,AJ
10/28/22,9:56:16,Thomas,No Value,Rest,Rest,"30.007095,-97.304031",,,0,1,NS
10/28/22,9:56:38,Bianca,Unknown,Rest.proxim,Pro.social,"30.015024,-97.307495",Pic,,1,0,NS
10/28/22,9:57:14 AM,Wilbur,No Value,Drink,Drink,"30.014966,-97.307006",puddle water,,0,0,AJ
10/28/22,9:58:35 AM,Wilbur,No Value,Grunt,Grunt,"30.014902,-97.307480",,,0,0,AJ
10/28/22,9:58:47 AM,Wilbur,No Value,Travel,Activity,"30.014839,-97.307398",,,0,0,AJ
10/28/22,9:59:14 AM,Wilbur,No Value,Poop,Poop,"30.014775,-97.307458",,,0,1,AJ
10/28/22,10:00:20 AM,Thomas,No Value,Rest,Rest,"30.014966,-97.307006",in  cabin in corner,,1,0,AJ
10/28/22,10:01:44,Bianca,No Value,Rest,Rest,"30.020742,-97.308808",,,0,1,NS
10/28/22,10:02:34,Georgie,Unknown,Rest.proxim,Pro.social,"30.015024,-97.307495",Pic,,1,0,NS
10/28/22,10:05:03 AM,Thomas,No Value,Rest,Rest,"30.004350,-97.304335",in cabin. in corner alone,,0,1,AJ
10/28/22,10:05:39 AM,Bianca,No Value,Rest.proxim,Pro.social,"30.004192,-97.304285",near other pigs. See pic,,1,0,AJ
10/28/22,10:07:28,Georgie,No Value,Rest.proxim,Pro.social,"30.020799,-97.308792",Same,,0,1,NS
10/28/22,10:11:32 AM,Bianca,No Value,Rest,Rest,"30.014891,-97.307128",with same pigs as above. in cabin.,,0,1,AJ
10/28/22,10:16:31,Raymond,No Value,Grunt,Grunt,"30.012188,-97.303506",,,1,0,NS
10/28/22,10:16:44 AM,Dahlia,George,Rest.proxim,Pro.social,"30.015244,-97.306256",,,1,0,AJ
10/28/22,10:17:02,Raymond,No Value,Grooming,Grooming,"30.015242,-97.306245",Scratch face on side of cabin,,0,0,NS
10/28/22,10:17:39,Raymond,Pixie,Snout.touch,Pro.social,"30.015257,-97.306160",,,0,0,NS
10/28/22,10:18:44,Raymond,No Value,Other,Other,"30.012954,-97.304162",Enter cabin,,0,0,NS
10/28/22,10:19:03 AM,Dahlia,Raymond,Grunt,Grunt,"30.014441,-97.304721",at george,,0,0,AJ
10/28/22,10:19:12,Raymond,No Value,Other,Other,"30.015209,-97.306149",Resting with hay,,0,0,NS
10/28/22,10:19:56 AM,Dahlia,Raymond,Grunt,Grunt,"30.015281,-97.306307",growling at raymond,,0,0,AJ
10/28/22,10:20:02,Raymond,Dahlia,Other,Other,"30.015218,-97.306173",Yelled at by Molly,,0,0,NS
10/28/22,10:20:37 AM,Dahlia,Raymond,Nip,G.agg,"30.015342,-97.306126",,,0,0,AJ
10/28/22,10:20:46,Raymond,No Value,Rest.proxim,Pro.social,"30.015273,-97.306097",Molly and George,,0,0,NS
10/28/22,10:21:09 AM,Dahlia,Raymond,Rest.proxim,Pro.social,"30.015369,-97.306098",and george,,0,1,AJ
10/28/22,10:21:32 AM,George,Molly,Rest.proxim,Pro.social,"30.015277,-97.306286",and raymond. in cabin,,1,0,AJ
10/28/22,10:21:46,Raymond,No Value,Rest.proxim,Pro.social,"30.015246,-97.306159",,,0,1,NS
10/28/22,10:22:18,Pixie,Hank,Sniff.consp,Pro.social,"30.015219,-97.306234",Sniff Hank in big cabin,,0,0,NS
10/28/22,10:23:30,Pixie,No Value,Travel,Activity,"30.020114,-97.308457",,,0,0,NS
10/28/22,10:23:32 AM,George,No Value,Grunt,Grunt,"30.014554,-97.306299",,,0,0,AJ
10/28/22,10:24:05,Pixie,No Value,Pee,Pee,"30.015215,-97.306235",,,0,0,NS
10/28/22,10:24:11,Pixie,No Value,Other,Other,"30.015239,-97.306229",Rub snout against small cabin,,0,0,NS
10/28/22,10:24:51,Pixie,No Value,Yawn.not.contaig,Anxious,"30.015205,-97.306193",,,0,0,NS
10/28/22,10:25:52,Pixie,No Value,Nudge.ground,Activity,"30.015238,-97.306187",In big cabin,,0,0,NS
10/28/22,10:26:36 AM,George,"Dahlia, Raymond",Rest.proxim,Pro.social,"30.013162,-97.301968",,,0,1,AJ
10/28/22,10:26:37,Pixie,"Loretta, Hank, Willie, Kitty",Rest,Rest,"30.015139,-97.306159","Loretta, Hank, Willie, and Kitty in cabin",,0,0,NS
10/28/22,10:26:57 AM,Raymond,Molly,Rest.proxim,Pro.social,"30.015217,-97.306368",and george in cabin,,1,0,AJ
10/28/22,10:27:45,Kitty,No Value,Travel,Activity,"30.015418,-97.306053",,,1,0,NS
10/28/22,10:28:22,Kitty,No Value,Pee,Pee,"30.015117,-97.306200",,,0,0,NS
10/28/22,10:29:19,Kitty,No Value,Travel,Activity,"30.015097,-97.306223",,,0,0,NS
10/28/22,10:29:49,Kitty,No Value,Nudge.ground,Activity,"30.015116,-97.306263",,,0,0,NS
10/28/22,10:30:09,Kitty,No Value,Nudge.ground,Activity,"30.015167,-97.306350",Leaf,,0,0,NS
10/28/22,10:31:59,Kitty,No Value,Nudge.ground,Activity,"30.011401,-97.297656",Eating leaves,,0,0,NS
10/28/22,10:32:26 AM,Raymond,"Dahlia, George",Rest.proxim,Pro.social,"30.012028,-97.300607",In cabin,,0,1,AJ
10/28/22,10:32:43,Kitty,No Value,Grunt,Grunt,"30.015263,-97.306694",,,0,0,NS
10/28/22,10:33:07,Kitty,No Value,Travel,Activity,"30.015131,-97.306384",,,0,1,NS
10/28/22,10:33:27 AM,Willie,No Value,Rest,Rest,"30.015565,-97.306013","in big cabin with pixie, loretta and hank but in corner by himself ",,1,0,AJ
10/28/22,10:34:01,Hank,"Pixie, Loretta, Willie",Rest,Rest,"30.015195,-97.306412","Big cabin with Pixie, Loretta, Willie",,1,0,NS
10/28/22,10:34:52,Hank,No Value,Other,Other,"30.015011,-97.306163",Get up,,0,0,NS
10/28/22,10:35:11,Hank,No Value,Travel,Activity,"30.015231,-97.306107",,,0,0,NS
10/28/22,10:37:26,Hank,No Value,Drink,Drink,"30.020712,-97.308751",Puddle,,0,0,NS
10/28/22,10:37:53,Hank,No Value,Travel,Activity,"30.015189,-97.306170",,,0,0,NS
10/28/22,10:38:07,Hank,Pixie,Travel,Activity,"30.015184,-97.306152",Pixie follow,,0,0,NS
10/28/22,10:38:22 AM,Willie,No Value,Other,R.agg,"30.005320,-97.304505",stood up and loretta and molly started growling at him,,0,0,AJ
10/28/22,10:39:00,Hank,No Value,Sniff.obj,Activity,"30.015155,-97.306265",Ground,,0,1,NS
10/28/22,10:39:01 AM,Willie,No Value,Travel,Activity,"30.015315,-97.306039",left cabin,,0,1,AJ
10/28/22,10:39:42,Willie,No Value,Pee,Pee,"30.015149,-97.306266",,,1,0,NS
10/28/22,10:40:23 AM,Pixie,No Value,Travel,Activity,"30.015243,-97.306113",,,1,0,AJ
10/28/22,10:40:46,Willie,No Value,Travel,Activity,"30.015141,-97.306253",,,0,0,NS
10/28/22,10:41:49,Willie,No Value,Sniff.obj,Activity,"30.015187,-97.306267",Branch,,0,0,NS
10/28/22,10:42:04,Willie,Hank,Travel,Activity,"30.015227,-97.306250",Hank follow,,0,0,NS
10/28/22,10:42:08 AM,Pixie,No Value,Nudge.ground,Activity,"30.015192,-97.306316",dirt,,0,0,AJ
10/28/22,10:42:44 AM,Pixie,Hank,Get.disp,R.agg,"30.015089,-97.306135",,,0,0,AJ
10/28/22,10:43:05 AM,Pixie,No Value,Nudge.ground,Activity,"30.015118,-97.306742",hay,,0,0,AJ
10/28/22,10:43:16,Willie,No Value,Rub.face,Grooming,"30.017967,-97.307534",Rub head on branch,,0,0,NS
10/28/22,10:43:42 AM,Pixie,No Value,Other,Other,"30.014966,-97.307006",chewing on plastic bin,,0,0,AJ
10/28/22,10:43:45,Willie,No Value,Travel,Activity,"30.015076,-97.306509",,,0,0,NS
10/28/22,10:44:04,Willie,No Value,Sniff.obj,Activity,"30.015111,-97.306496",Hank and Pixie nearby,,0,1,NS
10/28/22,10:44:58 AM,Pixie,No Value,Yawn.not.contaig,Anxious,"30.013040,-97.306080",,,0,0,AJ
10/28/22,10:45:06 AM,Pixie,No Value,Travel,Activity,"30.015077,-97.306585",,,0,0,AJ
10/28/22,10:45:47,Loretta,No Value,Rest,Rest,"30.011753,-97.297445",Big cabin,,0,0,NS
10/28/22,10:46:16 AM,Pixie,No Value,Travel,Activity,"30.015063,-97.306515",,,0,1,AJ
10/28/22,10:46:54 AM,Hank,No Value,Other,Other,"30.010434,-97.305429",pushing hay around with snout in cabin,,1,0,AJ
10/28/22,10:47:52 AM,Hank,No Value,Rest,Rest,"30.016196,-97.306801","in big cabin with pixie , loretta and molly but in corner alone",,0,0,AJ
10/28/22,10:50:10,Loretta,No Value,Rest,Rest,"30.013022,-97.300708",,,0,1,NS
10/28/22,10:50:23,Molly,No Value,Rest,Rest,"30.011689,-97.297268",,,1,0,NS
10/28/22,10:52:23 AM,Hank,No Value,Rest,Rest,"30.012116,-97.300752",same as above,,0,1,AJ
10/28/22,10:52:38 AM,Loretta,No Value,Rest,Rest,"30.015157,-97.306208","in big cabin with hank, molly and pixie but not near any of them",,1,0,AJ
10/28/22,10:55:56,Molly,No Value,Rest,Rest,"30.015195,-97.306124",,,0,1,NS
10/28/22,10:56:28,Dahlia,"Raymond, Kitty, George",Rest.proxim,Pro.social,"30.015299,-97.306119","With Raymond, Kitty, and George",,1,0,NS
10/28/22,10:57:47 AM,Loretta,"Raymond, Kitty, George",Rest,Rest,"30.015399,-97.306181",same as above,,0,1,AJ
10/28/22,10:57:52 AM,Molly,No Value,Rest,Rest,"30.015399,-97.306181","in big cabin with hank, loretta and pixie but not near them ",,1,0,AJ
10/28/22,11:00:39,Dahlia,No Value,Rest.proxim,Pro.social,"30.020450,-97.308633",Raymond and Kitty exit,,0,0,NS
10/28/22,11:02:14,Dahlia,George,Grunt,Grunt,"30.017843,-97.305443",Grunt as George gets up,,0,1,NS
10/28/22,11:02:33,George,No Value,Other,Other,"30.015201,-97.306157",Get out of cabin,,1,0,NS
10/28/22,11:03:01,George,No Value,Travel,Activity,"30.015249,-97.306144",,,0,0,NS
