Date,Time,PigName,With/To,Behavior,Behavior.cat,Location,Notes,GPS,Start,Stop,Observer
10/28/22,11:03:07 AM,Molly,No Value,Rest,Rest,"30.015317,-97.306194","in big cabin with hank, loretta and pixie but not near them ",,0,1,AJ
10/28/22,11:03:21,George,No Value,Drink,Drink,"30.015271,-97.306070",Puddle,,0,0,NS
10/28/22,11:03:41 AM,Kitty,No Value,Other,Other,"30.004334,-97.304324",scratching face on cabin,,1,0,AJ
10/28/22,11:03:43,George,No Value,Travel,Activity,"30.015182,-97.306135",,,0,0,NS
10/28/22,11:03:53,George,No Value,Pee,Pee,"30.015250,-97.306103",,,0,0,NS
10/28/22,11:04:17 AM,Kitty,No Value,Sniff.obj,Activity,"30.015265,-97.306237",blue ball,,0,0,AJ
10/28/22,11:05:30 AM,Kitty,No Value,Other,Other,"30.015319,-97.306245",scratching on cabin,,0,0,AJ
10/28/22,11:05:53,George,No Value,Travel,Activity,"30.019407,-97.308133",,,0,0,NS
10/28/22,11:06:02,George,Pixie,Sniff.consp,Pro.social,"30.015243,-97.306236",Sniff pixie,,0,0,NS
10/28/22,11:06:25 AM,Kitty,No Value,Travel,Activity,"30.015232,-97.306153",went back in cabin,,0,0,AJ
10/28/22,11:06:35,George,No Value,Other,Other,"30.015239,-97.306177",Rub head on cabin,,0,0,NS
10/28/22,11:07:09,George,Pixie,Other,Other,"30.015260,-97.306240",Walking as Pixie squeals at him. Ignoring her,,0,0,NS
10/28/22,11:07:42 AM,Kitty,No Value,Sniff.obj,Activity,"30.013017,-97.305784",hay,,0,0,AJ
10/28/22,11:07:48,George,No Value,Travel,Activity,"30.015217,-97.306137",,,0,0,NS
10/28/22,11:08:08,George,Pixie,Travel,Activity,"30.015155,-97.306227",Pixie follow,,0,1,NS
10/28/22,11:08:59 AM,Kitty,No Value,Rest,Rest,"30.015195,-97.306231",in cabin,,0,1,AJ
11/4/22,9:09:51,Atlas,No Value,Nudge.ground,Activity,"30.015029,-97.307337",,,1,0,NS
11/4/22,9:10:58 AM,Thomas,No Value,Rest,Rest,"30.014254,-97.306181",,,1,0,AJ
11/4/22,9:12:36,Atlas,No Value,Grunt,Grunt,"30.015034,-97.307303",,,0,0,NS
11/4/22,9:12:40 AM,Thomas,No Value,Grunt,Grunt,"30.014544,-97.307650",,,0,0,AJ
11/4/22,9:12:46,Atlas,No Value,Nudge.ground,Activity,"30.015035,-97.307394",,,0,0,NS
11/4/22,9:12:47 AM,Thomas,No Value,Wag.tail,Wag.tail,"30.015002,-97.307102",,,0,0,AJ
11/4/22,9:13:01 AM,Thomas,No Value,Travel,Activity,"30.015012,-97.307373",,,0,0,AJ
11/4/22,9:13:05,Atlas,No Value,Sniff.obj,Activity,"30.015034,-97.307303",Branch,,0,0,NS
11/4/22,9:13:52,Atlas,No Value,Nudge.ground,Activity,"30.015084,-97.307391",Dirt,,0,0,NS
11/4/22,9:13:53 AM,Thomas,No Value,Nudge.ground,Activity,"30.014780,-97.307388",dirt,,0,0,AJ
11/4/22,9:15:07,Atlas,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,0,1,NS
11/4/22,9:15:46,Dora,Unknown,Nudge.ground,Activity,"30.015017,-97.307387",Black and white marbled pig with tusks,,0,0,NS
11/4/22,9:15:50 AM,Thomas,No Value,Grunt,Grunt,"30.011017,-97.305737",,,0,0,AJ
11/4/22,9:16:23 AM,Thomas,No Value,Nudge.ground,Activity,"30.014632,-97.307347",dirt,,0,1,AJ
11/4/22,9:16:25,Dora,NS,Approach.obs,Pro.social,"30.014891,-97.307402","Follow NS, grunting ",,0,0,NS
11/4/22,9:16:44,Dora,No Value,Grunt,Grunt,"30.014828,-97.307463",,,0,0,NS
11/4/22,9:17:27,Dora,No Value,Nudge.ground,Activity,"30.014832,-97.307458",,,0,0,NS
11/4/22,9:18:15,Dora,NS,Approach.obs,Pro.social,"30.015034,-97.307303",Follow NS,,0,0,NS
11/4/22,9:18:30,Dora,No Value,Poop,Poop,"30.014857,-97.307290",,,0,0,NS
11/4/22,9:18:47,Dora,No Value,Grunt,Grunt,"30.014864,-97.307299",,,0,0,NS
11/4/22,9:19:00,Dora,No Value,Other,Other,"30.014886,-97.307298",Rub face against fence,,0,0,NS
11/4/22,9:19:20,Dora,No Value,Other,Other,"30.015034,-97.307303",Stick snout outside fence,,0,0,NS
11/4/22,9:19:46,Dora,No Value,Grunt,Grunt,"30.015034,-97.307303",,,0,0,NS
11/4/22,9:19:57,Dora,No Value,Other,Other,"30.014956,-97.307286",Follow NS,,0,0,NS
11/4/22,9:20:11,Dora,No Value,Nudge.ground,Activity,"30.014919,-97.307314",,,0,0,NS
11/4/22,9:20:22,Dora,NS,Follow,Pro.social,"30.014969,-97.307276",Follow NS,,0,0,NS
11/4/22,9:20:49,Dora,No Value,Nudge.ground,Activity,"30.014966,-97.307216",,,0,1,NS
11/4/22,9:21:39,Bates,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,1,0,NS
11/4/22,9:21:51,Bates,No Value,Other,Other,"30.014816,-97.307521",Shake off,,0,0,NS
11/4/22,9:21:59,Bates,No Value,Nudge.ground,Activity,"30.014825,-97.307529",,,0,0,NS
11/4/22,9:22:15,Bates,No Value,Wag.tail,Wag.tail,"30.014810,-97.307553",,,0,0,NS
11/4/22,9:22:22,Bates,No Value,Nudge.ground,Activity,"30.014747,-97.307540",,,0,0,NS
11/4/22,9:23:16 AM,Atlas,"Dora, Thomas",Nudge.ground,Activity,"30.014799,-97.307391",probably dirt,,1,0,AJ
11/4/22,9:25:55 AM,Atlas,No Value,Travel,Activity,"30.014899,-97.307468",,,0,0,AJ
11/4/22,9:26:37,Bates,No Value,Grunt,Grunt,"30.014629,-97.307572",,,0,1,NS
11/4/22,9:27:24 AM,Atlas,No Value,Rest,Rest,"30.015421,-97.307632",laying down in pen,,0,0,AJ
11/4/22,9:28:55 AM,Atlas,No Value,Rest,Rest,"30.014591,-97.307326",,,0,1,AJ
11/4/22,9:31:08 AM,Bates,No Value,Nudge.ground,Activity,"30.015012,-97.306874",,,1,0,AJ
11/4/22,9:31:46,Horatio,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,1,0,NS
11/4/22,9:31:56,Horatio,No Value,Wag.tail,Wag.tail,"30.014691,-97.307507",,,0,0,NS
11/4/22,9:32:00 AM,Bates,No Value,Wag.tail,Wag.tail,"30.014729,-97.307528",,,0,0,AJ
11/4/22,9:32:09,Horatio,No Value,Nudge.ground,Activity,"30.014709,-97.307477",Dirt,,0,0,NS
11/4/22,9:32:55,Horatio,No Value,Travel,Activity,"30.015034,-97.307303",,,0,0,NS
11/4/22,9:34:50,Horatio,No Value,Other,Other,"30.015034,-97.307303",Nesting,,0,0,NS
11/4/22,9:35:00,Horatio,Unknown,Rest.proxim,Pro.social,"30.014670,-97.307511",Black pig with tusks (pic),,0,0,NS
11/4/22,9:36:30 AM,Bates,No Value,Nudge.ground,Activity,"30.019615,-97.306688",,,0,1,AJ
11/4/22,9:36:51 AM,Imogen,No Value,Sniff.consp,Pro.social,"30.014747,-97.307411",sniffing a small grey pig not in study,,1,0,AJ
11/4/22,9:36:59,Horatio,No Value,Rest.proxim,Pro.social,"30.015034,-97.307303",Black pig with tusks (pic),,0,1,NS
11/4/22,9:37:15 AM,Imogen,No Value,Wag.tail,Wag.tail,"30.014834,-97.307407",,,0,0,AJ
11/4/22,9:37:29 AM,Imogen,Dora,Snout.touch,Pro.social,"30.014742,-97.307484",,,0,0,AJ
11/4/22,9:38:42 AM,Imogen,No Value,Rest,Rest,"30.014754,-97.307500",,,0,0,AJ
11/4/22,9:38:43,Thomas,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,1,0,NS
11/4/22,9:42:40 AM,Imogen,No Value,Rest,Rest,"30.014824,-97.307391",,,0,1,AJ
11/4/22,9:42:57 AM,Dora,No Value,Nudge.ground,Activity,"30.014813,-97.307551",dirt,,1,0,AJ
11/4/22,9:43:19 AM,Dora,No Value,Grunt,Grunt,"30.014976,-97.307237",,,0,0,AJ
11/4/22,9:43:30,Thomas,No Value,Drink,Drink,"30.015034,-97.307303",From water container,,0,1,NS
11/4/22,9:48:12 AM,Dora,Horatio,Sniff.consp,Pro.social,"30.019397,-97.306711",sniffing each other,,0,1,AJ
11/4/22,9:48:38,Imogen,No Value,Rest,Rest,"30.015034,-97.307303",,,1,0,NS
11/4/22,9:50:31 AM,Horatio,Other,Rest.proxim,Pro.social,"30.015012,-97.306874",oreo pig not in study,,1,0,AJ
11/4/22,9:53:28,Imogen,No Value,Other,Other,"30.015034,-97.307303",Get up and shake off,,0,0,NS
11/4/22,9:53:39,Imogen,No Value,Wag.tail,Wag.tail,"30.014807,-97.307467",,,0,1,NS
11/4/22,9:55:10,Wilbur,Unknown,Rest.proxim,Pro.social,"30.015034,-97.307303",Pic,,1,0,NS
11/4/22,9:56:05,Wilbur,No Value,Other,Other,"30.015034,-97.307303",Repeatedly opening and closing mouth (chewing?),,0,0,NS
11/4/22,9:56:35 AM,Horatio,No Value,Rest,Rest,"30.014776,-97.307477",same as above,,0,1,AJ
11/4/22,9:56:45,Wilbur,No Value,Rest.proxim,Pro.social,"30.014699,-97.307376",,,0,0,NS
11/4/22,9:57:15,Wilbur,No Value,Other,Other,"30.015034,-97.307303",Get up when AJ looked inside to see which pigs were in cabin,,0,0,NS
11/4/22,9:57:46,Wilbur,No Value,Yawn.not.contaig,Anxious,"30.014707,-97.307423",,,0,0,NS
11/4/22,9:58:29,Wilbur,No Value,Rest,Rest,"30.015034,-97.307303",,,0,0,NS
11/4/22,9:59:09 AM,Bianca,No Value,Sniff.obj,Activity,"30.014638,-97.307840",a stick,,1,0,AJ
11/4/22,9:59:32 AM,Bianca,No Value,Rest,Rest,"30.014560,-97.307558",in forest area,,0,0,AJ
11/4/22,10:00:41,Wilbur,No Value,Rest,Rest,"30.015034,-97.307303",,,0,1,NS
11/4/22,10:01:47,Eleanor,Unknown,Rest.proxim,Pro.social,"30.015034,-97.307303",Pink pigs (pic),,1,0,NS
11/4/22,10:02:20,Eleanor,No Value,Grunt,Grunt,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:02:31,Eleanor,No Value,Wag.tail,Wag.tail,"30.014762,-97.307504",,,0,0,NS
11/4/22,10:02:40,Eleanor,No Value,Rest.proxim,Pro.social,"30.014682,-97.307530",Pink pigs (pic),,0,0,NS
11/4/22,10:04:18,Eleanor,No Value,Grunt,Grunt,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:04:49 AM,Bianca,No Value,Rest,Rest,"30.018092,-97.306831",,,0,1,AJ
11/4/22,10:05:00 AM,Wilbur,No Value,Rest,Rest,"30.014790,-97.306728",,,1,0,AJ
11/4/22,10:05:23,Eleanor,No Value,Other,Other,"30.014670,-97.307656",Get up wagging tails and grunting,,0,0,NS
11/4/22,10:05:56,Eleanor,No Value,Grunt,Grunt,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:06:02,Eleanor,No Value,Nudge.ground,Activity,"30.014748,-97.307556",,,0,0,NS
11/4/22,10:06:36,Eleanor,No Value,Wag.tail,Wag.tail,"30.014719,-97.307530",,,0,1,NS
11/4/22,10:07:40,Bianca,No Value,Rest,Rest,"30.015034,-97.307303",,,1,0,NS
11/4/22,10:08:03 AM,Wilbur,No Value,Travel,Activity,"30.014672,-97.307782",,,0,0,AJ
11/4/22,10:08:32 AM,Wilbur,No Value,Wag.tail,Wag.tail,"30.014766,-97.307444",,,0,0,AJ
11/4/22,10:08:41 AM,Wilbur,No Value,Nudge.ground,Activity,"30.014654,-97.307268",,,0,0,AJ
11/4/22,10:09:55 AM,Wilbur,No Value,Travel,Activity,"30.014541,-97.307508",,,0,0,AJ
11/4/22,10:10:17 AM,Wilbur,No Value,Wag.tail,Wag.tail,"30.014756,-97.307286",,,0,1,AJ
11/4/22,10:10:50 AM,Eleanor,No Value,Nudge.ground,Activity,"30.014736,-97.307658",dirt,,1,0,AJ
11/4/22,10:11:13 AM,Eleanor,No Value,Wag.tail,Wag.tail,"30.014703,-97.307420",,,0,0,AJ
11/4/22,10:12:53,Bianca,No Value,Rest,Rest,"30.015034,-97.307303",,,0,1,NS
11/4/22,10:16:10 AM,Eleanor,No Value,Nudge.ground,Activity,"30.017575,-97.306973",,,0,1,AJ
11/4/22,10:17:37 AM,Georgie,No Value,Yawn,Anxious,"30.014280,-97.304679",,,1,0,AJ
11/4/22,10:17:55,Rebel,Unknown,Rest.proxim,Pro.social,"30.015347,-97.307911",With Georgie and other grey splotch pig,,1,0,NS
11/4/22,10:18:31,Rebel,No Value,Squeal,Anxious,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:18:48 AM,Georgie,Rebel,Squeal,Anxious,"30.015088,-97.307855",,,0,0,AJ
11/4/22,10:19:11,Rebel,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:19:28,Rebel,No Value,Rest,Rest,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:19:48 AM,Georgie,No Value,Rest,Rest,"30.014705,-97.307448",in cabin with rebel and some other gray spotted pigs,,0,0,AJ
11/4/22,10:20:42,Rebel,No Value,Yawn.not.contaig,Anxious,"30.015034,-97.307303",,,0,0,NS
11/4/22,10:23:05,Rebel,No Value,Rest,Rest,"30.015034,-97.307303",,,0,1,NS
11/4/22,10:23:14 AM,Georgie,No Value,Rest,Rest,"30.012372,-97.300494",in cabin with rebel and some other gray spotted pigs,,0,1,AJ
11/4/22,10:23:22,Georgie,"Rebel, Other",Rest.proxim,Pro.social,"30.015034,-97.307303",Rebel and other spotted pig,,1,0,NS
11/4/22,10:23:29 AM,Rebel,George,Rest,Rest,"30.014725,-97.307450",in cabin with georgie,,1,0,AJ
11/4/22,10:27:16 AM,Rebel,No Value,Other,Other,"30.014987,-97.307464",stood up,,0,0,AJ
11/4/22,10:27:39 AM,Rebel,No Value,Grunt,Grunt,"30.014781,-97.307732",,,0,0,AJ
11/4/22,10:28:27 AM,Rebel,No Value,Wag.tail,Wag.tail,"30.014706,-97.307531",,,0,0,AJ
11/4/22,10:28:42,Georgie,No Value,Rest.proxim,Pro.social,"30.015034,-97.307303",,,0,1,NS
11/4/22,10:28:47 AM,Rebel,No Value,Rest,Rest,"30.014867,-97.307654",,,0,1,AJ
11/4/22,10:35:53,Pixie,No Value,Nudge.ground,Activity,"30.015034,-97.307303",,,1,0,NS
11/4/22,10:35:54 AM,Dahlia,Pixie,Nudge.ground,Activity,"30.011743,-97.299851",,,1,0,AJ
11/4/22,10:37:10,Pixie,No Value,Travel,Activity,"30.015117,-97.306578",,,0,0,NS
11/4/22,10:37:19,Pixie,No Value,Drink,Drink,"30.015163,-97.306485",From trough,,0,0,NS
11/4/22,10:37:22 AM,Dahlia,No Value,Travel,Activity,"30.013564,-97.304223",,,0,0,AJ
11/4/22,10:38:00,Pixie,No Value,Other,Other,"30.015187,-97.306474",Play in water,,0,0,NS
11/4/22,10:38:26,Pixie,No Value,Rest,Rest,"30.015195,-97.306497",In water,,0,0,NS
11/4/22,10:39:19 AM,Dahlia,No Value,Nudge.ground,Activity,"30.015085,-97.306462",dirt,,0,0,AJ
11/4/22,10:39:27,Pixie,No Value,Drink,Drink,"30.015273,-97.306565",From trough,,0,0,NS
11/4/22,10:39:46,Pixie,No Value,Travel,Activity,"30.015106,-97.306538",,,0,0,NS
11/4/22,10:39:59,Pixie,No Value,Nudge.ground,Activity,"30.015216,-97.306549",,,0,0,NS
11/4/22,10:40:48 AM,Dahlia,No Value,Grunt,Grunt,"30.015108,-97.306622",,,0,0,AJ
11/4/22,10:41:07,Pixie,No Value,Nudge.ground,Activity,"30.014917,-97.306511",,,0,1,NS
11/4/22,10:41:20,Willie,Hank,Rest.proxim,Pro.social,"30.015054,-97.306531",,,1,0,NS
11/4/22,10:41:25 AM,Dahlia,No Value,Nudge.ground,Activity,"30.014976,-97.306501",dirt,,0,1,AJ
11/4/22,10:41:52 AM,Kitty,No Value,Nudge.ground,Activity,"30.015120,-97.306547",,,1,0,AJ
11/4/22,10:43:11 AM,Kitty,No Value,Pee,Pee,"30.015012,-97.306874",,,0,0,AJ
11/4/22,10:46:35,Willie,Hank,Rest.proxim,Pro.social,"30.015036,-97.306497",,,0,1,NS
11/4/22,10:46:45,Dahlia,No Value,Nudge.ground,Activity,"30.015052,-97.306503",,,0,0,NS
11/4/22,10:47:00 AM,Kitty,No Value,Nudge.ground,Activity,"30.016060,-97.303499",dirt,,0,1,AJ
11/4/22,10:47:18 AM,Willie,Raymond,Rest.proxim,Pro.social,"30.015012,-97.306874",,,1,0,AJ
11/4/22,10:47:22,Dahlia,No Value,Wag.tail,Wag.tail,"30.015095,-97.306619",,,0,0,NS
11/4/22,10:47:38,Dahlia,No Value,Nudge.ground,Activity,"30.015095,-97.306565",Dirt,,0,0,NS
11/4/22,10:51:57,Dahlia,No Value,Nudge.ground,Activity,"30.015075,-97.306468",,,0,1,NS
11/4/22,10:52:08,Kitty,No Value,Travel,Activity,"30.015068,-97.306509",,,1,0,NS
11/4/22,10:52:20,Kitty,Hank,Sniff.consp,Pro.social,"30.015031,-97.306496",Sniff Hank,,0,0,NS
11/4/22,10:52:24 AM,Willie,Raymond,Rest.proxim,Pro.social,"30.016348,-97.304765",,,0,1,AJ
11/4/22,10:52:50 AM,Pixie,Kitty,Get.disp,R.agg,"30.015108,-97.306814",,,1,0,AJ
11/4/22,10:52:54,Kitty,Pixie,Attempt.disp,G.agg,"30.015001,-97.306489",Displaced Pixie,,0,0,NS
11/4/22,10:53:19 AM,Pixie,No Value,Nudge.ground,Activity,"30.015012,-97.306874",,,0,0,AJ
11/4/22,10:54:10,Kitty,No Value,Nudge.ground,Activity,"30.014933,-97.306551",Dirt,,0,0,NS
11/4/22,10:56:17,Kitty,Dahlia,Get.disp,R.agg,"30.014772,-97.306467",,,0,0,NS
11/4/22,10:56:41 AM,Pixie,Kitty,Get.disp,R.agg,"30.014762,-97.306515",,,0,0,AJ
11/4/22,10:56:57,Kitty,No Value,Nudge.ground,Activity,"30.014861,-97.306550",With Dahlia and Pixie nearby,,0,0,NS
11/4/22,10:57:38 AM,Pixie,No Value,Travel,Activity,"30.014850,-97.306550",,,0,0,AJ
11/4/22,10:58:12,Kitty,No Value,Nudge.ground,Activity,"30.014856,-97.306525",,,0,1,NS
11/4/22,10:58:16 AM,Pixie,No Value,Nudge.ground,Activity,"30.015012,-97.306874",dirt,,0,1,AJ
11/4/22,10:58:34,Loretta,No Value,Rest,Rest,"30.014865,-97.306588",,,1,1,NS
11/4/22,10:58:42 AM,Hank,Willie,Rest.proxim,Pro.social,"30.014752,-97.306547",,,1,0,AJ
11/4/22,11:03:54,Loretta,No Value,Rest,Rest,"30.014891,-97.306584",,,0,1,NS
11/4/22,11:04:11 AM,Hank,Willie,Rest.proxim,Pro.social,"30.002325,-97.306807",,,0,1,AJ
11/4/22,11:04:25,Hank,Willie,Rest.proxim,Pro.social,"30.014910,-97.306558",,,1,0,NS
11/4/22,11:04:25 AM,Loretta,No Value,Rest,Rest,"30.015002,-97.306647",,,1,0,AJ
11/4/22,11:09:42,Hank,No Value,Rest,Rest,"30.015034,-97.307303",,,0,1,NS
11/4/22,11:09:45 AM,Loretta,No Value,Rest,Rest,"30.014986,-97.306509",,,0,1,AJ
11/4/22,11:11:18,Raymond,George,Rest,Rest,"30.015073,-97.306644",In puddle,,1,0,NS
11/4/22,11:11:25 AM,George,Raymond,Rest.proxim,Pro.social,"30.007681,-97.304215",in a puddle,,1,0,AJ
11/4/22,11:12:15,Raymond,No Value,Grunt,Grunt,"30.014658,-97.306215",,,0,0,NS
11/4/22,11:14:19 AM,George,No Value,Grunt,Grunt,"30.014896,-97.306494",,,0,0,AJ
11/4/22,11:14:25,Raymond,No Value,Drink,Drink,"30.014616,-97.306229",In puddle,,0,0,NS
11/4/22,11:16:29,Raymond,No Value,Drink,Drink,"30.014644,-97.306114",From puddle,,0,1,NS
11/4/22,11:16:48 AM,George,No Value,Drink,Drink,"30.012772,-97.305672",while laying in puddle,,0,1,AJ
11/4/22,11:17:13,George,No Value,Drink,Drink,"30.014713,-97.306276",,,1,0,NS
11/4/22,11:17:26 AM,Hank,George,Rest,Rest,"30.014743,-97.306320",in a puddle,,1,0,AJ
11/4/22,11:17:43 AM,Hank,No Value,Grunt,Grunt,"30.014707,-97.306157",,,0,0,AJ
11/4/22,11:17:53,George,Raymond,Rest,Rest,"30.014714,-97.306201",,,0,0,NS
11/4/22,11:18:55,George,No Value,Nudge.ground,Activity,"30.014709,-97.306263",Leaf,,0,0,NS
11/4/22,11:20:07,George,No Value,Drink,Drink,"30.014655,-97.306324",From puddle,,0,0,NS
11/4/22,11:21:07 AM,Hank,No Value,Grunt,Grunt,"30.014663,-97.306212",,,0,0,AJ
11/4/22,11:22:27,George,No Value,Drink,Drink,"30.014719,-97.306256",From puddle,,0,1,NS
11/4/22,11:22:41 AM,Hank,No Value,Drink,Drink,"30.014705,-97.306199",,,0,1,AJ
11/4/22,11:24:11 AM,Molly,No Value,Rest,Rest,"30.004370,-97.303145",,,1,0,AJ
11/4/22,11:24:49 AM,Molly,No Value,Grunt,Grunt,"30.004464,-97.303184",,,0,0,AJ
11/4/22,11:25:03 AM,Molly,No Value,Yawn.not.contaig,Anxious,"30.015115,-97.305755",,,0,0,AJ
11/4/22,11:26:32 AM,Molly,No Value,Travel,Activity,"30.015075,-97.305764",,,0,0,AJ
11/4/22,11:26:57 AM,Molly,No Value,Rub.face,Grooming,"30.014899,-97.305863",scratched on tree,,0,0,AJ
11/4/22,11:28:47 AM,Molly,No Value,Travel,Activity,"30.006869,-97.303873",,,0,0,AJ
11/4/22,11:28:56 AM,Molly,No Value,Grunt,Grunt,"30.014831,-97.305787",,,0,0,AJ
11/4/22,11:29:27 AM,Molly,Kitty,Grunt,Grunt,"30.014847,-97.305797",,,0,1,AJ
11/4/22,11:29:30,Molly,Kitty,Grunt,Grunt,"30.014809,-97.305763",,,1,0,NS
11/4/22,11:29:54,Molly,No Value,Travel,Activity,"30.014766,-97.305774",,,0,0,NS
11/4/22,11:30:50,Molly,No Value,Other,Other,"30.014718,-97.305752",Look out fence,,0,0,NS
11/4/22,11:31:20,Molly,No Value,Nudge.ground,Activity,"30.014679,-97.305882",,,0,0,NS
11/4/22,11:31:25,Molly,No Value,Travel,Activity,"30.014614,-97.305835",,,0,0,NS
11/4/22,11:31:44,Molly,AJ,Approach.obs,Pro.social,"30.014608,-97.305829",Approach AJ,,0,0,NS
11/4/22,11:32:15,Molly,Pixie,Grunt,Grunt,"30.014648,-97.305860",,,0,0,NS
11/4/22,11:32:30,Molly,No Value,Rub.face,Grooming,"30.014614,-97.305998",Rub body against tree,,0,0,NS
11/4/22,11:32:53,Molly,No Value,Nudge.ground,Activity,"30.014614,-97.305953",,,0,0,NS
11/4/22,11:33:39,Molly,No Value,Travel,Activity,"30.014532,-97.305957",,,0,0,NS
11/4/22,11:33:47,Molly,No Value,Nudge.ground,Activity,"30.014593,-97.305950",Dirt,,0,0,NS
11/4/22,11:34:50,Molly,"Pixie, Kitty",Nudge.ground,Activity,"30.014572,-97.305959",With Pixie and Kitty,,0,1,NS