Observer,Date,Time,Pig,With/To,Behavior,Location,Notes,GPS,Start,Stop
AJ,9/23/22,9:21:05 AM,Atlas,Bates,Lay.touch.consp,,,,1,0
AJ,9/23/22,9:21:34 AM,Atlas,Dora,Rest.proxim,,,,0,0
AJ,9/23/22,9:21:46 AM,Atlas,Georgie,Rest.proxim,,,,0,0
AJ,9/23/22,9:26:15 AM,Atlas,No Value,,,,,0,1
AJ,9/23/22,9:26:28 AM,Bates,Atlas,Lay.touch.consp,,,,1,0
AJ,9/23/22,9:26:39 AM,Bates,Dora,Lay.touch.consp,,,,0,0
AJ,9/23/22,9:26:50 AM,Bates,Georgie,Rest.proxim,,,,0,0
AJ,9/23/22,9:30:13 AM,Bates,No Value,Grunt,,,,0,0
AJ,9/23/22,9:30:24 AM,Atlas,No Value,Grunt,,,,0,0
AJ,9/23/22,9:31:16 AM,Bates,No Value,,,,,0,1
AJ,9/23/22,9:31:38 AM,Dora,Bates,Lay.touch.consp,,,,1,0
AJ,9/23/22,9:32:06 AM,Dora,Georgie,Lay.touch.consp,,,,0,0
AJ,9/23/22,9:32:20 AM,Dora,Atlas,Rest.proxim,,,,0,0
AJ,9/23/22,9:37:01 AM,Dora,No Value,,,,,0,1
AJ,9/23/22,9:43:17 AM,Imogen,No Value,Root,,,,1,0
AJ,9/23/22,9:43:37 AM,Imogen,No Value,Travel,,,,0,0
AJ,9/23/22,9:44:01 AM,Imogen,No Value,Pee,,,,0,0
AJ,9/23/22,9:44:09 AM,Imogen,No Value,Gets.disp,,displaced by pig not in study see photo,,0,0
AJ,9/23/22,9:44:46 AM,Imogen,No Value,Rest,,resting by herself in  the trees,,0,0
AJ,9/23/22,9:45:59 AM,Imogen,No Value,Wag.tail,,,,0,0
AJ,9/23/22,9:46:34 AM,Imogen,No Value,Root,,,,0,0
AJ,9/23/22,9:46:46 AM,Imogen,No Value,Travel,,,,0,0
AJ,9/23/22,9:46:54 AM,Imogen,No Value,Travel,,avoided the pig who displced her,,0,0
AJ,9/23/22,9:47:49 AM,Imogen,No Value,Rest,,,,0,0
AJ,9/23/22,9:49:29 AM,Imogen,No Value,,,,,0,1
AJ,9/23/22,9:50:26 AM,Rebel,No Value,,,,,1,0
AJ,9/23/22,9:50:39 AM,Rebel,No Value,Pee,,,,0,0
AJ,9/23/22,9:50:57 AM,Rebel,No Value,Root,,,,0,0
AJ,9/23/22,9:51:29 AM,Rebel,No Value,Travel,,,,0,0
AJ,9/23/22,9:51:54 AM,Rebel,No Value,Eat,,,,0,0
AJ,9/23/22,9:54:23 AM,Rebel,No Value,Wag.tail,,,,0,0
AJ,9/23/22,9:56:03 AM,Rebel,No Value,,,,,0,1
AJ,9/23/22,10:00:06 AM,Eleanor,No Value,Rest,,,,1,0
AJ,9/23/22,10:02:23 AM,Eleanor,No Value,Wag.tail,,,,0,0
AJ,9/23/22,10:04:47 AM,Eleanor,No Value,Rest,,,,0,1
AJ,9/23/22,10:05:05 AM,Horatio,No Value,Rest.proxim,,oreo pig not in study,,1,0
AJ,9/23/22,10:10:10 AM,Horatio,No Value,Rest,,,,0,1
AJ,9/23/22,10:17:20 AM,Bates,No Value,Rest,,,,1,0
AJ,9/23/22,10:18:55 AM,Bates,No Value,Travel,,,,0,0
AJ,9/23/22,10:19:05 AM,Bates,No Value,,,went to lay with another pig under the barn,,0,0
AJ,9/23/22,10:22:02 AM,Bates,No Value,Grunt,,,,0,0
AJ,9/23/22,10:22:26 AM,Bates,No Value,Rest,,,,0,1
AJ,9/23/22,11:36:27 AM,Wilbur,No Value,Eat,,,,1,0
AJ,9/23/22,11:37:14 AM,Wilbur,No Value,Wag.tail,,,,0,0
AJ,9/23/22,11:41:54 AM,Wilbur,No Value,Eat,,,,0,1
AJ,9/23/22,11:45:05 AM,Bianca,No Value,Eat,,,,1,0
AJ,9/23/22,11:45:16 AM,Bianca,No Value,Wag.tail,,,,0,0
AJ,9/23/22,11:46:42 AM,Bianca,No Value,Travel,,,,0,0
AJ,9/23/22,11:47:11 AM,Bianca,No Value,Poop,,,,0,0
AJ,9/23/22,11:47:30 AM,Bianca,No Value,Travel,,,,0,0
AJ,9/23/22,11:48:10 AM,Bianca,No Value,got in water puddle,,,,0,0
AJ,9/23/22,11:48:33 AM,Bianca,No Value,Drink,,,,0,0
AJ,9/23/22,11:50:04 AM,Bianca,No Value,Rest,,in water,,0,1
AJ,9/30/22,9:29:21 AM,Georgie,No Value,Grunt,,,,1,0
AJ,9/30/22,9:29:45 AM,Georgie,No Value,Yawn.not.contaig,,,,0,0
AJ,9/30/22,9:30:30 AM,Georgie,No Value,Travel,,,,0,0
AJ,9/30/22,9:31:48 AM,Georgie,No Value,Rest,,,,0,0
AJ,9/30/22,9:33:14 AM,Georgie,No Value,Grunt,,,,0,0
AJ,9/30/22,9:34:23 AM,Georgie,No Value,Rest,,,,0,1
AJ,9/30/22,9:35:48 AM,Horatio,No Value,Sniff.obj,,sniffing white pig with black head not in study,,1,0
AJ,9/30/22,9:36:25 AM,Horatio,No Value,Yawn.not.contaig,,,,0,0
AJ,9/30/22,9:36:48 AM,Horatio,No Value,Wag.tail,,,,0,0
AJ,9/30/22,9:36:57 AM,Horatio,No Value,Snout.touch,,all black pig not in study,,0,0
AJ,9/30/22,9:38:52 AM,Horatio,No Value,Travel,,,,0,0
AJ,9/30/22,9:39:05 AM,Horatio,No Value,Drink,,,,0,0
AJ,9/30/22,9:40:00 AM,Horatio,No Value,Root,,,,0,0
AJ,9/30/22,9:40:29 AM,Horatio,No Value,Travel,,,,0,1
AJ,9/30/22,9:41:31 AM,Bates,No Value,Root,,,,1,0
AJ,9/30/22,9:42:07 AM,Bates,No Value,Wag.tail,,,,0,0
AJ,9/30/22,9:44:03 AM,Bates,No Value,Wag.tail,,,,0,0
AJ,9/30/22,9:45:44 AM,Bates,No Value,Travel,,,,0,0
AJ,9/30/22,9:46:48 AM,Bates,No Value,Root,,,,0,1
AJ,9/30/22,9:47:19 AM,Thomas,No Value,Root,,,,1,0
AJ,9/30/22,9:48:33 AM,Thomas,No Value,Wag.tail,,,,0,0
AJ,9/30/22,9:52:58 AM,Thomas,Wilbur,Gets.disp,,,,0,1
AJ,9/30/22,9:53:19 AM,Atlas,No Value,Root,,,,1,0
AJ,9/30/22,9:54:36 AM,Atlas,No Value,Travel,,,,0,0
AJ,9/30/22,9:57:48 AM,Atlas,No Value,Poop,,,,0,0
AJ,9/30/22,9:58:31 AM,Atlas,Bates,Attempt.disp,,,,0,1
AJ,9/30/22,9:59:45 AM,Dora,No Value,Rest,,,,1,0
AJ,9/30/22,10:01:41 AM,Dora,No Value,Root,,,,0,0
AJ,9/30/22,10:05:04 AM,Dora,No Value,Root,,,,0,1
AJ,9/30/22,10:05:40 AM,Rebel,No Value,Root,,,,1,0
AJ,9/30/22,10:05:52 AM,Rebel,No Value,Wag.tail,,,,0,0
AJ,9/30/22,10:10:45 AM,Rebel,No Value,Root,,,,0,1
AJ,9/30/22,10:13:42 AM,Imogen,No Value,Wag.tail,,,,1,0
AJ,9/30/22,10:14:27 AM,Imogen,No Value,Root,,,,0,0
AJ,9/30/22,10:14:48 AM,Imogen,No Value,Rest,,,,0,0
AJ,9/30/22,10:19:01 AM,Imogen,No Value,Rest,,,,0,1
AJ,9/30/22,10:19:45 AM,Wilbur,No Value,Root,,,,1,0
AJ,9/30/22,10:20:40 AM,Wilbur,No Value,Wag.tail,,,,0,0
AJ,9/30/22,10:22:38 AM,Wilbur,No Value,Travel,,,,0,0
AJ,9/30/22,10:23:08 AM,Wilbur,No Value,Rest,,,,0,0
AJ,9/30/22,10:25:09 AM,Wilbur,No Value,Rest,,,,0,1
AJ,9/30/22,10:32:20 AM,Bianca,No Value,Root,,,,1,0
AJ,9/30/22,10:32:37 AM,Bianca,No Value,Grunt,,,,0,0
AJ,9/30/22,10:32:47 AM,Bianca,No Value,Travel,,,,0,0
AJ,9/30/22,10:36:38 AM,Bianca,No Value,Sniff.obj,,sniffing an oreo pig not in study,,0,0
AJ,9/30/22,10:37:38 AM,Bianca,No Value,Wag.tail,,,,0,1
AJ,9/30/22,10:38:32 AM,Eleanor,No Value,Eat,,,,1,0
AJ,9/30/22,10:38:58 AM,Eleanor,No Value,Wag.tail,,,,0,0
AJ,9/30/22,10:39:08 AM,Eleanor,No Value,,,2 pigs sniffed her rear end. she didn’t react,,0,0
AJ,9/30/22,10:39:27 AM,Eleanor,No Value,Drink,,,,0,0
AJ,9/30/22,10:41:30 AM,Eleanor,No Value,Rest,,,,0,0
AJ,9/30/22,10:43:51 AM,Eleanor,No Value,Rest,,,,0,1
NS,9/16/22,8:36:18,Bates,No Value,Root,"30.015152,-97.307521",,,0,
NS,9/16/22,8:36:40,Bates,No Value,Co-feed,"30.014789,-97.307417",Eats next to Atlas,,0,
NS,9/16/22,8:37:12,Bates,No Value,,"30.014801,-97.307403",Eating hay,,0,
NS,9/16/22,8:38:21,Bates,No Value,Root,"30.015152,-97.307521",,,0,
NS,9/16/22,8:39:02,Bates,No Value,Get.disp,"30.014812,-97.307473",Black and whit roof with tusks and white tail tip,,0,
NS,9/16/22,8:39:57,Bates,No Value,Root,"30.014849,-97.307463",,,0,
NS,9/16/22,8:40:03,Bates,Thomas,Co-feed,"30.014925,-97.307352",Eat hay next to Thomas,,0,
NS,9/16/22,8:40:52,Bates,No Value,Get.disp,"30.014873,-97.307327",By black pig with white feet white tail male,,0,
NS,9/16/22,8:41:52,Bates,No Value,Snout.tch,"30.014899,-97.307354",Grey and white pig (pic),,0,
NS,9/16/22,8:43:34,Bates,No Value,Root,"30.014805,-97.307346",,,0,
NS,9/16/22,8:44:15,Bates,No Value,Root,"30.014903,-97.307397",,,0,
NS,9/16/22,8:44:36,Bates,No Value,Sniff.obj,"30.014829,-97.307378",Sniff feeding platform,,0,
NS,9/16/22,8:46:26,Bates,Dora,Snout.tch,"30.016420,-97.306162",,,0,
NS,9/16/22,8:46:42,Bates,No Value,Get.disp,"30.014848,-97.307440",Black pig white splashes pic,,0,
NS,9/16/22,8:48:51,Bates,No Value,,"30.016746,-97.306027",Out of sight,,0,
NS,9/16/22,8:49:22,Bates,No Value,,"30.015003,-97.307652",OOV >1 min,,0,
NS,9/16/22,8:50:18,Georgie,No Value,Yawn,"30.014974,-97.307622",,,0,
NS,9/16/22,8:50:54,Georgie,No Value,,"30.014922,-97.307397",Lay on ground,,0,
NS,9/16/22,8:51:31,Georgie,No Value,,"30.014845,-97.307499",,,0,
NS,9/16/22,8:51:37,Thomas,No Value,Root,"30.014929,-97.307432",,,0,
NS,9/16/22,8:52:32,Atlas,No Value,Root,"30.014899,-97.307500",,,0,
NS,9/16/22,8:52:38,Thomas,No Value,Root,"30.014828,-97.307392",,,0,
NS,9/16/22,8:53:57,Thomas,Atlas,,"30.014762,-97.307245",Sniff Atlas,,0,
NS,9/16/22,8:54:40,Thomas,No Value,Root,"30.015152,-97.307521",,,0,
NS,9/16/22,8:54:56,Atlas,No Value,Root,"30.014805,-97.307342",,,0,
NS,9/16/22,8:55:30,Thomas,No Value,Get.disp,"30.014800,-97.307447",Pink pig black on face (pic),,0,
NS,9/16/22,8:56:06,Thomas,No Value,Root,"30.015152,-97.307521",,,0,
NS,9/16/22,8:57:17,Thomas,No Value,Root,"30.015152,-97.307521",,,0,
NS,9/16/22,8:58:09,Imogen,No Value,Root,"30.014859,-97.307347",,,0,
NS,9/16/22,8:58:17,Thomas,No Value,Root,"30.014816,-97.307382",,,0,
NS,9/16/22,9:01:18,Thomas,Eleanor,Co-feed,"30.015717,-97.306906",,,0,
NS,9/16/22,9:02:12,Thomas,No Value,Root,"30.014912,-97.307343",,,0,
NS,9/16/22,9:04:24,Thomas,No Value,Get.disp,"30.015580,-97.306952",Marbled pig male white tail tusks,,0,
NS,9/16/22,9:05:27,Thomas,No Value,Snout.tch,"30.014902,-97.307325",Black pig white feet (pic),,0,
NS,9/16/22,9:06:01,Thomas,No Value,Sniff.obj,"30.014790,-97.307189",Branch on ground,,0,
NS,9/16/22,9:51:11,Rebel,No Value,Root,"30.014868,-97.307467",,,0,
NS,9/16/22,9:51:30,Rebel,No Value,Root,"30.014888,-97.307414",,,0,
NS,9/23/22,9:07:15,Imogen,No Value,Wag.tail,"30.015058,-97.307120",,,1,
NS,9/23/22,9:07:33,Imogen,No Value,Root,"30.015058,-97.307120",,,0,
NS,9/23/22,9:07:45,Imogen,No Value,Rest,"30.014723,-97.307470",Laying in straw pile,,0,
NS,9/23/22,9:12:18,Imogen,No Value,Rest,"30.018278,-97.307556",,,0,
NS,9/23/22,9:12:41,Horatio,No Value,Root,"30.015058,-97.307120",,,1,
NS,9/23/22,9:14:06,Horatio,No Value,Wag.tail,"30.016559,-97.307477",,,0,
NS,9/23/22,9:14:30,Horatio,No Value,Travel,"30.014770,-97.307433",,,0,
NS,9/23/22,9:14:45,Horatio,No Value,Take.alt.rt,"30.014749,-97.307497",Going off path in woods,,0,
NS,9/23/22,9:15:10,Horatio,No Value,,"30.014716,-97.307459",Sniff conspecific,,0,
NS,9/23/22,9:15:29,Horatio,No Value,Root,"30.014707,-97.307488",,,0,
NS,9/23/22,9:15:38,Horatio,No Value,Wag.tail,"30.014759,-97.307524",,,0,
NS,9/23/22,9:16:26,Horatio,Other,Wag.tail,"30.014761,-97.307535",Wagging tail and standing still. Next to Mercutio and Falstaff,,0,
NS,9/23/22,9:17:22,Horatio,Other,Rest,"30.015058,-97.307120",Lay next to Mercutio and Falstaff,,0,
NS,9/23/22,9:19:52,Eleanor,Other,Co-feed,"30.018012,-97.307555",Eat dirt with Jordan,,1,
NS,9/23/22,9:21:23,Eleanor,Other,Co-feed,"30.018009,-97.307546",Starts digging in the ground with snout and eating mud next to Jordan,,0,
NS,9/23/22,9:23:38,Eleanor,Unknown,Attempt.disp,"30.015058,-97.307120",Displace marbled pig with tusks (pic),,0,
NS,9/23/22,9:24:25,Eleanor,Other,Co-feed,"30.015058,-97.307120","Eat dirt
With Jordan",,0,
NS,9/23/22,9:25:34,Eleanor,No Value,Eat,"30.015058,-97.307120",,,0,
NS,9/23/22,9:29:39,Thomas,No Value,Rest,"30.018330,-97.307561",,,1,
NS,9/23/22,9:31:29,Thomas,No Value,Other,"30.014706,-97.307584",Wakes up,,0,
NS,9/23/22,9:31:41,Thomas,No Value,Rest,"30.014896,-97.307515",Resting again,,0,
NS,9/23/22,9:35:04,Thomas,No Value,Rest,"30.016607,-97.307477",Still resting,,0,
NS,9/23/22,9:35:44,Rebel,Other,Sniff.consp,"30.015058,-97.307120",With Defiance,,1,
NS,9/23/22,9:38:23,Rebel,Other,Rest.proxim,"30.015058,-97.307120",Sleep next to Defiance,,0,
NS,9/23/22,9:41:12,Rebel,No Value,Rest,"30.014936,-97.307512",,,0,
NS,9/23/22,9:42:20,Atlas,No Value,Sniff.obj,"30.015500,-97.307511",Dinner table,,1,
NS,9/23/22,9:43:21,Atlas,No Value,Root,"30.015058,-97.307120",,,0,
NS,9/23/22,9:44:57,Atlas,No Value,Eat,"30.017477,-97.307537",Dirt,,0,
NS,9/23/22,9:46:49,Atlas,No Value,Root,"30.014799,-97.307427",,,0,
NS,9/23/22,10:02:30,Georgie,Bates,Rest.proxim,"30.014979,-97.307469",With Bates and Champion,,1,
NS,9/23/22,10:07:31,Georgie,Other,Rest.proxim,"30.018160,-97.307551",With Bates and Champion,,0,
NS,9/23/22,10:10:39,Dora,No Value,Rest.proxim,"30.016924,-97.307529",With Dora and gray pig,,1,
NS,9/23/22,10:16:20,Dora,No Value,Rest.proxim,"30.015147,-97.307393",Still resting,,0,
NS,9/23/22,11:31:43,Bates,No Value,Eat,"30.014782,-97.307387",,,1,
NS,9/23/22,11:34:54,Bates,Other,Other,"30.018187,-97.307551",Vivian tired to bite Bates’s tail but Bates moved away,,0,
NS,9/23/22,11:35:52,Bates,Other,Other,"30.016531,-97.307444",Tail bite Edith? (pic),,0,
NS,9/23/22,11:36:35,Bates,No Value,Eat,"30.015058,-97.307120",,,0,
NS,9/23/22,11:39:38,Bianca,No Value,Eat,"30.015672,-97.307476",,,1,
NS,9/23/22,11:42:29,Bianca,Other,Other,"30.018091,-97.307541",Snapped at by Daley,,0,
NS,9/23/22,11:44:47,Bianca,No Value,Eat,"30.015058,-97.307120",,,0,
NS,9/23/22,11:45:03,Wilbur,No Value,Eat,"30.014902,-97.307353",,,1,
NS,9/23/22,11:46:56,Wilbur,No Value,Eat,"30.016585,-97.307479",Eat pellets and dirt,,0,
NS,9/23/22,11:49:16,Wilbur,Other,Grunt,"30.004645,-97.300148",Grunt as Mercutio approaches,,0,
NS,9/23/22,11:50:14,Wilbur,No Value,Root,"30.016527,-97.307509",,,0,
NS,9/23/22,11:50:24,Wilbur,No Value,Rest,"30.014947,-97.307404",Lay down,,0,
NS,9/30/22,9:29:15,Atlas,No Value,Grunt,"30.014934,-97.307460",,,1,
NS,9/30/22,9:29:47,Atlas,No Value,Root,"30.014933,-97.307449",,,0,
NS,9/30/22,9:30:45,Atlas,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,9:31:58,Atlas,Unknown,Get.disp,"30.014553,-97.307577",Displaced by black pig with white forehead mark (pic),,0,
NS,9/30/22,9:32:30,Atlas,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,9:34:16,Atlas,Unknown,Gets.disp,"30.017490,-97.306175",Pic,,0,
NS,9/30/22,9:35:40,Eleanor,No Value,Rest,"30.015069,-97.307448",,,1,
NS,9/30/22,9:36:44,Eleanor,Unknown,Other,"30.015069,-97.307448",Licked by unknown pig (vid),,0,
NS,9/30/22,9:38:00,Eleanor,No Value,Other,"30.015069,-97.307448",Get up,,0,
NS,9/30/22,9:38:21,Eleanor,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,9:40:27,Eleanor,No Value,Travel,"30.015069,-97.307448",,,0,
NS,9/30/22,9:41:35,Thomas,No Value,Eat,"30.015069,-97.307448",Dirt,,1,
NS,9/30/22,9:42:30,Thomas,Unknown,Grunt,"30.015069,-97.307448",Approached by Oreo pig with white tail no tusks (pic),,0,
NS,9/30/22,9:43:02,Thomas,No Value,Eat,"30.014891,-97.307408",Dirt,,0,
NS,9/30/22,9:46:44,Thomas,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,9:49:05,Georgie,Dora,Rest.proxim,"30.016843,-97.306443",,,1,
NS,9/30/22,9:51:51,Georgie,Dora,Grunt,"30.017832,-97.306012","Grunts as Dora gets up, then go back to resting",,0,
NS,9/30/22,9:54:05,Georgie,Dora,Rest,"30.017520,-97.306176",,,0,
NS,9/30/22,9:55:10,Rebel,No Value,Eat,"30.014957,-97.307475",Dirt,,1,
NS,9/30/22,10:00:15,Rebel,No Value,Eat,"30.017846,-97.306003",Dirt,,0,
NS,9/30/22,10:01:26,Horatio,No Value,Travel,"30.014892,-97.307411",,,1,
NS,9/30/22,10:02:59,Horatio,Unknown,Co-feed,"30.015069,-97.307448",Eat dirt with unknown black pig with white belly (pic),,0,
NS,9/30/22,10:03:51,Horatio,No Value,Root,"30.014708,-97.307495",,,0,
NS,9/30/22,10:04:36,Horatio,Unknown,Rest,"30.015069,-97.307448",Rest next to same unknown large black pig white belly,,0,
NS,9/30/22,10:06:30,Horatio,Unknown,Rest,"30.017138,-97.306384",,,0,
NS,9/30/22,10:07:57,Bates,No Value,Eat,"30.017117,-97.306359",Hay,,1,
NS,9/30/22,10:11:00,Bates,No Value,Travel,"30.017246,-97.306263",,,0,
NS,9/30/22,10:11:13,Bates,No Value,Eat,"30.014943,-97.307529",Dirt,,0,
NS,9/30/22,10:11:36,Bates,No Value,Travel,"30.015069,-97.307448",,,0,
NS,9/30/22,10:11:59,Bates,No Value,Wag.tail,"30.015069,-97.307448",,,0,
NS,9/30/22,10:12:11,Bates,No Value,Eat,"30.014980,-97.307511",Dirt,,0,
NS,9/30/22,10:12:27,Bates,No Value,Travel,"30.015069,-97.307448",,,0,
NS,9/30/22,10:12:55,Bates,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,10:14:12,Dora,No Value,Eat,"30.014891,-97.307433",,,1,
NS,9/30/22,10:14:20,Dora,No Value,Grunt,"30.014897,-97.307419",Approach NS,,0,
NS,9/30/22,10:14:55,Dora,No Value,Travel,"30.015069,-97.307448",,,0,
NS,9/30/22,10:15:12,Dora,No Value,Eat,"30.015069,-97.307448",Hay,,0,
NS,9/30/22,10:15:32,Dora,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,10:15:43,Dora,Wilbur,Other,"30.014867,-97.307364",Bit on face (no wound) by Wilbur? (Pic),,0,
NS,9/30/22,10:16:44,Dora,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,10:16:54,Dora,Wilbur,Get.disp,"30.014939,-97.307407",,,0,
NS,9/30/22,10:17:19,Dora,No Value,Eat,"30.015069,-97.307448",Dirt,,0,
NS,9/30/22,10:19:19,Dora,No Value,Eat,"30.016156,-97.306852",,,0,
NS,9/30/22,10:19:58,Imogen,No Value,Rest,"30.015069,-97.307448",Other pig about 2m away. Gray with white face (pic),,1,
NS,9/30/22,10:25:12,Imogen,No Value,Rest,"30.017857,-97.305998",,,0,
NS,9/30/22,10:26:50,Bianca,No Value,Sniff.obj,"30.016513,-97.306587",Dirt,,0,
NS,9/30/22,10:29:33,Bianca,No Value,Sniff.obj,"30.017158,-97.306314",Tree,,0,
NS,9/30/22,10:29:45,Bianca,No Value,Sniff.obj,"30.014973,-97.307301",Ground,,0,
NS,9/30/22,10:30:13,Bianca,No Value,Other,"30.015069,-97.307448",Rub snout on tree branch,,0,
NS,9/30/22,10:31:08,Bianca,No Value,Travel,"30.015069,-97.307448",,,0,
NS,9/30/22,10:31:47,Bianca,No Value,Drink,"30.015138,-97.307351",,,0,
NS,9/30/22,10:36:02,Wilbur,No Value,Rest,"30.017512,-97.305717",,,1,
NS,9/30/22,10:36:25,Wilbur,No Value,Grunt,"30.014880,-97.307424",,,0,
NS,9/30/22,10:36:35,Wilbur,No Value,Rest,"30.014831,-97.307364",,,0,
NS,9/30/22,10:41:05,Wilbur,No Value,Rest,"30.016868,-97.306449",,,0,